145	195
141	196
140	200
140	204
140	208
139	212
139	216
139	220
139	224
139	228
139	232
139	236
139	240
139	244
139	248
139	252
139	256
139	260
139	264
139	268
139	272
139	276
139	280
139	284
139	288
139	292
139	296
139	300
139	304
139	308
139	312
139	316
138	320
138	324
138	328
138	332
138	336
138	340
138	344
138	348
138	352
138	356
138	360
138	364
138	368
138	372
138	376
138	380
138	384
138	388
138	392
138	396
137	400
137	404
137	408
137	412
137	416
137	420
137	424
137	428
137	432
137	436
137	440
137	444
137	448
137	452
137	456
137	460
137	464
137	468
137	472
137	476
141	477
145	477
149	477
153	477
157	477
161	478
165	478
169	478
173	478
177	478
181	478
185	478
189	479
193	479
197	479
201	479
205	479
209	479
213	479
217	479
221	480
225	480
229	480
233	480
237	480
241	480
245	480
249	480
253	480
257	480
261	480
265	481
269	481
273	480
277	480
278	476
278	472
278	468
278	464
278	460
278	456
279	452
279	448
279	444
279	440
279	436
279	432
279	428
279	424
279	420
279	416
279	412
278	408
275	406
271	405
267	405
263	404
259	403
255	402
251	400
247	398
243	396
239	393
235	390
231	386
227	382
224	378
221	374
219	370
216	366
215	362
213	358
212	354
211	350
210	346
210	342
210	338
210	334
210	330
211	326
212	322
213	318
214	314
216	310
218	306
220	302
223	298
226	294
230	290
234	286
238	283
242	280
246	278
250	275
254	274
258	272
262	271
266	271
270	270
274	270
278	269
280	266
280	262
280	258
280	254
281	250
281	246
281	242
281	238
281	234
281	230
281	226
281	222
281	218
281	214
281	210
281	206
281	202
281	198
278	196
274	196
270	196
266	196
262	196
258	196
254	196
250	196
246	196
242	196
238	196
234	196
230	196
226	196
222	196
218	196
214	196
210	196
206	196
202	196
198	196
194	196
190	196
186	196
182	196
178	196
174	196
170	196
166	196
162	196
158	196
154	195
150	195
146	195
